genres,popularity,vote_average,spoken_languages
Drama,0.409409,8.0,Español
"Drama, Crime",0.053178,5.0,Español
Documentary,0.038824,5.0,
Documentary,0.052877,5.0,Español
"Horror, Music",0.974416,3.0,English
Drama,0.453519,6.6,"English, Türkçe"
Comedy,0.068551,0.0,English
Drama,0.976886,8.1,Türkçe
Drama,0.399254,6.2,Türkçe
"Comedy, Thriller, Drama",0.647691,6.5,Türkçe
"Drama, Romance",0.546324,8.2,Türkçe
Drama,0.078659,5.0,Türkçe
"Crime, Drama",0.00294,0.0,
"Drama, Comedy",5.27044,5.3,English
"History, War",1.301226,5.7,"Deutsch, 日本語"
"Comedy, Romance",7.313067,5.3,English
Comedy,1.05661,4.3,Magyar
"Comedy, Romance",0.00243,5.4,
Documentary,0.279157,6.3,English
Documentary,0.054871,8.0,
Comedy,0.084335,4.3,English
Comedy,0.975652,5.1,English
Comedy,0.521713,3.4,English
Comedy,0.696667,4.0,English
"Drama, Crime, Thriller",0.849209,5.1,English
"Comedy, Family, Science Fiction",0.419212,5.2,English
"Comedy, Drama, Romance",0.141336,4.0,
"Comedy, Fantasy",0.05627,6.0,
Documentary,0.432039,5.3,English
"Drama, Fantasy, Horror, Romance",2.936378,7.8,Český
"Drama, Comedy",0.638504,5.4,English
"Drama, Comedy",0.606691,4.4,English
"Comedy, Drama",0.674434,4.0,English
"Crime, Drama",0.11065,6.5,English
"Comedy, Drama, Family",1.79831,4.7,English
"Comedy, Drama",0.115498,4.7,English
Drama,0.479034,5.3,English
"Comedy, Crime",1.004865,2.7,English
"Comedy, Romance",0.877983,6.0,Italiano
"Drama, Romance",0.212113,5.0,English
Thriller,0.566258,6.0,English
"Horror, Foreign",0.19186,3.8,"English, Deutsch"
"Family, Animation, Comedy, Adventure",9.961184,6.9,English
"Comedy, Drama",6.502973,6.9,English
"Action, Drama, War",1.055545,6.1,Pусский
"Action, Crime, Thriller",0.36671,6.0,English
Comedy,0.069488,6.0,
"Drama, Comedy",0.942918,5.4,English
Comedy,0.003553,3.0,English
Comedy,0.041717,7.0,English
Comedy,0.020262,6.6,Français
"Comedy, Romance",1.086477,5.4,"English, Español"
Drama,0.789767,6.3,English
Comedy,1.456094,6.0,English
"Comedy, Romance",0.649646,0.0,English
Comedy,0.001013,0.0,English
Comedy,1.726196,5.2,English
Drama,0.095124,0.0,"English, Pусский"
Comedy,0.000844,3.5,English
"Mystery, Adventure",0.842615,6.2,English
"Action, Adventure",14.619519,6.2,English
"Drama, Action",1.970566,5.6,"广州话 / 廣州話, English, 普通话"
Comedy,3.253024,5.3,Italiano
"Romance, Comedy, Foreign",0.597333,7.3,한국어/조선말
Documentary,0.425503,0.0,
Documentary,5.403881,8.6,English
"History, Documentary",1.185564,8.2,English
Comedy,1.692243,4.8,English
"Thriller, Drama",0.268344,7.0,English
Comedy,0.59,0.0,
Drama,0.036974,4.8,English
Comedy,2.935623,6.9,Français
Animation,1.246418,8.2,
"Comedy, Horror",1.998366,3.8,English
"TV Movie, Romance, Comedy",1.278839,6.0,English
Comedy,0.001393,6.0,English
"Drama, Romance",0.164015,5.0,Português
"Comedy, Drama, Romance",7.636506,6.6,"Español, English"
Comedy,0.104838,3.0,English
"Comedy, Science Fiction",0.563189,5.6,
Comedy,0.373913,4.2,English
"Drama, Comedy",0.008471,0.0,
"Horror, Comedy, Science Fiction",0.105886,6.2,English
Drama,11.61,7.3,"English, Deutsch"
"Horror, Thriller",0.041923,7.3,English
Drama,1.658212,7.4,Pусский
"Comedy, Romance",0.353665,4.8,English
Documentary,0.192227,8.0,English
Documentary,1.192406,6.8,English
"Drama, Horror, Thriller",8.460369,4.2,English
Comedy,0.731105,6.2,Deutsch
Comedy,0.490588,7.1,Deutsch
Comedy,0.965884,6.9,English
"TV Movie, Comedy",0.054358,1.0,English
"Drama, Comedy",11.024334,6.4,"العربية, Français, English, Português, Pусский, Srpski"
"Comedy, Music, Romance",3.794071,5.2,English
"Drama, Family",1.277081,5.9,English
Comedy,0.908328,7.4,English
Comedy,0.101713,8.0,English
Thriller,8.901282,5.4,English
Comedy,0.292226,8.0,Français
"Romance, Comedy",0.062527,5.5,
"Drama, History, TV Movie",1.758075,4.0,English
"Drama, Horror, Romance",0.979796,6.7,English
Thriller,0.235057,5.0,
Comedy,0.431054,4.8,
Comedy,0.035358,4.0,English
Comedy,0.78957,5.0,English
"Horror, Science Fiction",0.054964,1.5,"English, Deutsch"
"Comedy, Family",0.973018,5.5,"English, Magyar"
Horror,2.056449,6.4,English
Drama,0.33517,6.1,English
"Comedy, Science Fiction",0.007449,0.0,English
"Crime, Horror, Thriller",1.746702,4.3,English
Comedy,0.79402,4.0,English
"Comedy, Family",0.245105,7.0,English
Comedy,1.770573,6.3,English
Comedy,0.45402,2.5,English
Comedy,0.444066,7.3,English
Comedy,1.052336,3.9,English
Comedy,0.063798,4.3,
Comedy,0.054862,2.0,
"Comedy, Drama",10.968889,6.7,English
Comedy,1.3e-05,0.0,English
Comedy,0.17695,3.5,English
"Comedy, Romance",6.060204,5.7,"English, Deutsch"
Comedy,1.014423,4.6,"English, Deutsch"
Comedy,1.233935,7.0,
Comedy,0.264189,4.2,English
Comedy,1.355624,7.0,Italiano
Comedy,0.078925,0.0,English
Comedy,0.540511,5.3,English
"Music, Drama",0.108463,2.2,English
"Comedy, Drama, Romance",0.362876,7.5,English
"War, History, Foreign",1.25921,5.7,Français
"Romance, Comedy",0.120896,6.0,English
Comedy,0.005645,4.3,
"Comedy, Drama",1.17002,0.0,English
Drama,0.071829,4.8,English
Drama,3.471168,8.1,"Deutsch, Español"
Comedy,7.4e-05,0.0,"Deutsch, English"
"Comedy, Horror",0.060535,3.5,English
Comedy,0.077598,7.0,English
"Horror, Mystery, Thriller",0.262326,5.6,English
Comedy,0.004425,10.0,
Horror,1.301316,5.9,English
Drama,0.019442,8.0,Español
"Drama, Comedy",5.196496,7.1,English
Comedy,0.055846,3.0,English
Comedy,1.070452,4.0,English
Comedy,0.439659,6.5,English
"Horror, Fantasy, Science Fiction, Family",0.00222,5.6,English
"Comedy, Romance",0.114609,0.5,English
Comedy,0.014473,5.0,English
"Drama, History",1.355365,5.0,English
"Crime, Drama, Action",0.603112,5.5,"English, Español"
"Horror, Thriller",0.620747,4.9,English
"Adventure, Family, Mystery, Science Fiction",22.296076,6.2,English
Horror,0.380439,2.5,English
"Action, Thriller",0.756689,5.7,English
Comedy,0.279551,10.0,English
"Thriller, Crime, Drama",7.490615,5.4,English
Drama,2.513078,7.2,Italiano
Drama,6.634536,5.8,English
Foreign,0.428373,8.0,
Drama,0.284122,0.0,Deutsch
Drama,0.23574,3.8,
"Drama, War",3.790687,6.6,"العربية, Français, Español"
"TV Movie, Documentary",1.627151,7.1,English
"Documentary, Drama",0.145548,4.7,suomi
Documentary,1.16206,7.0,"English, Español"
"Animation, Comedy, War",0.061539,5.0,English
Thriller,0.007094,0.0,Français
Thriller,0.056765,0.0,Français
"Drama, Romance",0.755295,8.0,
Drama,0.36666,5.5,Français
"Horror, Mystery, Thriller",0.786509,6.3,"Deutsch, Italiano"
Documentary,0.430964,6.0,English
"Action, Comedy, Mystery, Romance, Thriller",2.58326,5.6,English
"Adventure, Comedy",0.508078,6.2,English
"Action, Drama, Thriller",8.35399,5.9,English
Horror,0.591754,4.2,"Français, Deutsch"
"Crime, Action",0.005125,0.0,日本語
Drama,2.278837,5.9,English
"Thriller, Romance",0.601325,6.0,English
Drama,4.543452,6.6,English
"Action, Drama, Mystery, Romance, Science Fiction, Thriller",0.229743,9.0,"English, Español"
"Thriller, Drama",4.394891,6.8,English
"Adventure, Horror",4.676897,5.7,"Nederlands, Français"
Comedy,1.130942,5.1,
Drama,0.785439,6.4,Español
Thriller,3.293362,5.9,English
"Documentary, Foreign",0.511713,6.5,Deutsch
"Comedy, Drama, Romance",3.129928,6.2,English
Documentary,0.154823,5.0,"Deutsch, English"
"Crime, Drama",2.460348,6.3,Italiano
"Horror, Thriller",3.7258,5.9,English
"Documentary, Music",0.020195,0.0,suomi
"Action, Foreign",0.62682,6.7,普通话
"Comedy, Drama, Horror",1.395727,5.8,English
"Drama, Comedy",0.563097,6.3,English
"Science Fiction, Drama, Thriller",4.741389,5.1,English
Documentary,0.075976,8.5,English
"Action, Horror, Science Fiction",1.680483,3.6,English
"Drama, Thriller",0.938642,4.8,English
"Drama, Crime, Comedy",3.030907,7.5,Español
Adventure,1.388467,5.4,日本語
Documentary,0.849106,8.0,English
"Drama, Comedy",5.764184,5.3,English
Documentary,0.187797,5.0,
"Adventure, Action, Comedy, Thriller",1.96444,5.4,Dansk
Science Fiction,8.279917,4.4,English
"Horror, Drama, Thriller",1.730616,6.3,"Español, Français"
"Drama, Romance",0.693274,4.8,Español
Documentary,0.112852,6.0,English
"Action, Western, Crime",2.252723,6.2,"English, Français"
"Drama, Comedy",0.053204,0.0,suomi
"Drama, Thriller, Romance",0.015735,0.0,English
"History, Documentary, Foreign",0.006588,0.0,Español
Documentary,0.691244,7.0,
Mystery,0.338166,7.2,Italiano
"Mystery, Thriller",1.264036,6.7,Italiano
"Mystery, Thriller, Horror",0.816987,6.4,Italiano
"Thriller, Crime, Drama",0.089257,5.5,English
"Drama, Thriller, Crime",0.522024,5.4,English
"Western, Drama, Romance",0.03734,1.0,English
"Horror, Science Fiction",0.867198,4.3,English
Crime,0.637993,7.0,English
Drama,0.000463,0.0,English
Comedy,0.176743,7.4,
"TV Movie, Drama",0.56391,0.0,
"Comedy, Romance",0.085842,5.5,English
"Drama, Action",0.213539,3.5,English
War,0.757753,0.0,English
"Action, Western",0.98003,6.0,English
Drama,0.645505,7.0,English
"Drama, Foreign",0.187901,8.0,English
Western,0.776159,7.1,English
"Comedy, Romance",4.327196,5.3,Italiano
"Romance, Comedy",0.652875,4.4,
"Action, Thriller, Science Fiction, Horror",0.024529,3.9,English
Comedy,0.306183,5.6,"Deutsch, Türkçe"
Horror,0.410078,5.0,English
Music,0.328687,6.0,English
"Drama, Comedy",1.159873,7.3,Deutsch
"Mystery, Comedy, Horror",0.001648,0.0,English
"Horror, Science Fiction",0.487334,4.7,"English, Deutsch"
Drama,0.633021,6.0,Magyar
Drama,1.108458,6.7,Français
Crime,0.453348,4.1,English
"Drama, Comedy, Romance",0.10071,0.0,English
"Drama, Mystery",0.38443,5.4,English
Documentary,0.341377,8.0,Português
"Family, Animation",0.062199,7.0,"日本語, Pусский"
Drama,0.002932,0.0,English
"Horror, Thriller",1.108322,5.5,English
"Drama, Documentary",0.625265,8.0,"English, Español"
Drama,4.832606,7.2,Français
"Action, Thriller, War",3.330985,5.1,English
"Drama, War",0.355432,5.0,"English, 日本語"
"Action, Adventure, Comedy, Family",2.906816,5.1,"English, Deutsch"
Thriller,1.027651,5.5,English
History,2.845437,4.9,English
"Science Fiction, Thriller",11.012438,3.9,English
"Science Fiction, Action, Fantasy",2.788535,4.9,English
Action,1.306922,6.7,हिन्दी
"Horror, Drama, Mystery, Thriller",6.152506,5.3,English
"War, Drama",1.719225,6.8,"日本語, Pусский"
"Animation, Action, Drama, Science Fiction",0.083703,5.3,日本語
"Action, War, History, Drama",2.223235,5.9,Deutsch
"Drama, Mystery, Thriller",0.563185,6.0,Français
Action,9.029641,4.5,English
"Adventure, War",5.062756,7.0,"日本語, 한국어/조선말"
"Drama, Crime",1.47076,5.0,English
Western,0.864361,5.8,English
Drama,1.880781,4.6,English
Action,0.078393,6.0,English
"Romance, Drama",0.008677,0.0,English
"Mystery, Thriller",0.11059,6.0,svenska
Thriller,0.262317,4.0,English
Drama,0.481371,5.7,English
"Drama, Science Fiction",1.335069,6.6,English
Animation,0.007379,0.0,
"Family, Animation",0.294109,6.1,"English, Français"
"Thriller, Comedy, Romance",4.967015,4.1,English
"Drama, Romance",10.264416,7.3,English
"Mystery, Drama, Crime, Thriller",0.883092,6.1,"English, 日本語"
"Drama, Romance",1.8256,6.6,English
Drama,1.466605,6.7,Português
"Action, Drama",1.308294,3.0,English
"Action, Crime, Drama",0.069109,3.5,Français
Thriller,10.072918,5.5,English
Science Fiction,0.017806,0.0,
Documentary,4.574669,6.7,"English, Français, Deutsch, Italiano, Español"
"Action, TV Movie",0.119505,7.5,Deutsch
Drama,0.386259,5.3,"Deutsch, Pусский"
"Crime, Drama, Comedy, Music",1.058751,6.4,English
Documentary,3.367592,6.4,English
"Drama, Action, Adventure",3.146204,5.2,English
"TV Movie, Action, Science Fiction",1.041684,6.5,English
Drama,0.837582,7.4,"العربية, English, हिन्दी, svenska"
"Thriller, Crime",0.686758,6.6,English
"Drama, Adventure, Documentary",3.146793,7.2,English
"Drama, Thriller",0.012869,0.0,suomi
"Comedy, Thriller",0.156614,5.8,Eesti
"Fantasy, Drama, Romance",10.542026,7.4,English
Thriller,1.712432,3.2,English
Documentary,0.475216,7.8,"Deutsch, Français, English"
"Drama, History",5.600208,6.4,"English, Français, Español"
"Romance, Comedy",3.651781,4.7,English
Documentary,0.478635,6.5,
Documentary,0.669469,7.1,English
Documentary,1.653319,7.5,English
"Comedy, Drama, Music",16.903373,6.6,"English, Italiano"
"Comedy, Romance",1.744858,4.4,English
Drama,0.892602,5.4,
Documentary,0.007294,0.0,English
"Adventure, Science Fiction, Action, Thriller",5.112049,5.2,English
"Drama, Science Fiction, Thriller",0.413159,4.7,English
"Science Fiction, Action",0.673473,3.5,English
"Drama, Horror",1.192835,3.7,English
Documentary,0.01533,0.0,"English, Deutsch, Español"
Comedy,0.000578,5.0,English
Horror,7.551234,5.7,"English, Italiano"
"Horror, Foreign",0.114406,7.2,"Deutsch, Italiano"
"Horror, Foreign",0.138582,6.5,"English, Deutsch, Italiano"
Adventure,1.669915,6.1,English
Drama,3.766743,7.2,English
"Comedy, Drama",4.565414,6.1,English
"Action, Thriller",10.474896,6.0,"Français, Italiano"
Drama,0.174509,5.0,English
Documentary,1.130406,8.2,English
Documentary,0.668264,4.7,
Documentary,0.076471,4.3,
Documentary,0.450876,9.5,English
Drama,1.094712,7.0,Deutsch
"Drama, Horror, Mystery, Foreign",0.502636,6.8,ภาษาไทย
"Comedy, Thriller",0.83615,5.8,English
Comedy,2.531139,7.0,English
"Drama, Thriller",0.016439,0.0,English
"Comedy, Drama",2.691651,5.7,"English, Français"
"TV Movie, Comedy, Family",3.352237,5.6,English
"Documentary, Foreign",0.079713,7.0,
"History, War",1.164299,7.5,Eesti
Documentary,1.436689,6.2,English
"Documentary, Family",0.757848,7.4,
"Thriller, Romance, Drama",4.060966,6.3,English
"Action, Science Fiction, Thriller",1.578196,3.5,English
"Drama, Thriller, Mystery, Foreign",0.296216,6.9,English
"Comedy, Mystery",1.176904,6.9,日本語
Comedy,4.707275,5.8,Français
Animation,0.143197,4.7,日本語
Drama,0.058236,7.0,Español
Documentary,5.979181,7.3,"English, Français"
"Science Fiction, Comedy",1.76195,4.2,"English, Deutsch"
"Drama, Action",8.405694,4.2,English
"Drama, TV Movie",4.786893,7.4,English
Documentary,0.631502,4.9,English
"Music, Adventure, Family",1.882141,4.8,English
"Drama, Mystery",0.023186,0.0,English
Comedy,3.061471,5.6,Français
"Drama, Fantasy, Romance",0.004708,0.0,日本語
Comedy,4.058546,6.2,Français
Science Fiction,0.509404,6.4,"English, Español"
"Mystery, Drama",1.662556,5.1,English
"Animation, Drama, Family, Science Fiction",0.74021,7.8,English
"Comedy, Drama",5.4192,7.5,Deutsch
"Crime, Drama, Horror, Thriller",5.165083,6.3,English
"Comedy, Drama",0.142853,6.5,Español
"Comedy, Music, Drama",1.070554,5.9,English
"Romance, Comedy",11.879205,6.5,English
"Documentary, History, Mystery",0.11052,4.5,"English, Português"
"Family, Drama",1.485344,7.0,Pусский
Documentary,1.287567,6.3,English
"Romance, Drama, Family",0.37286,5.8,"English, Magyar"
Adventure,0.492394,5.0,English
"Thriller, Action",0.855047,5.3,English
Comedy,0.260015,4.4,English
Comedy,0.00273,5.0,English
"Comedy, Romance",0.46476,3.6,English
"Drama, Romance",1e-06,5.3,
"Action, Thriller",0.904551,5.8,English
"Action, Adventure",0.309018,6.0,English
Drama,0.997996,3.5,
Horror,1.693107,6.9,English
"Comedy, Romance",0.405247,5.5,English
"Adventure, Drama",0.089389,0.0,"English, Español"
"Drama, Crime",0.908396,4.8,English
"Horror, Thriller",1.639984,4.0,English
"Adventure, Drama, Action, Thriller",2.778665,4.7,English
"Action, Adventure, Thriller",0.462522,7.0,"English, "
"Thriller, Drama",0.788539,6.0,English
"Comedy, Horror, Thriller",3.47694,7.0,English
"Comedy, Drama",0.369766,7.0,English
"Crime, Drama",0.073212,4.0,English
"Mystery, Horror",0.926923,5.7,English
Comedy,1.554499,6.5,Italiano
"Drama, Comedy",0.123441,0.0,Italiano
Drama,0.659604,5.0,"Italiano, English"
"Documentary, History",0.01412,0.0,
Comedy,0.459006,5.9,English
"Drama, Thriller, Documentary",0.042356,8.0,
Documentary,0.245866,5.6,English
Horror,2.421888,4.7,"English, Español"
"Action, Drama, Thriller",20.547925,6.0,English
"Horror, Mystery, Thriller",10.03628,5.3,English
"Comedy, Drama",7.143088,5.7,English
"Action, Crime",0.42254,6.0,English
"Action, Thriller",0.034202,0.0,English
"Romance, Drama",0.898086,0.0,"Italiano, svenska"
"War, Comedy",0.418877,4.3,Italiano
Documentary,0.544758,8.3,"English, Italiano, svenska"
Crime,1.132405,6.0,English
"Drama, Thriller",0.880222,6.0,Italiano
Crime,0.16192,4.0,English
"Adventure, Comedy",1.129639,6.1,Italiano
"Crime, Drama",2.371752,6.8,English
Drama,0.298042,4.0,Italiano
Crime,0.698314,4.4,English
Crime,0.162739,4.8,English
"Action, Adventure, Fantasy",0.407523,5.3,English
"Drama, Action, Crime",0.429974,5.0,English
"Drama, History, War",0.999947,7.2,"Deutsch, Polski, Pусский"
Documentary,4.9e-05,0.0,English
"History, Drama, War",7.046825,7.2,English
Comedy,4.58277,7.3,English
"Crime, Drama, Mystery, Thriller",0.492503,6.3,Español
Drama,0.003013,4.5,"Italiano, English"
Documentary,0.481845,0.0,English
Documentary,3.273977,7.1,English
Documentary,0.225695,7.0,English
"Action, Crime, Drama",0.059216,4.0,Italiano
"Action, Crime, Thriller",0.5,0.0,Italiano
"Horror, Science Fiction",0.627449,4.8,English
"Drama, Horror, Family",0.408008,5.8,English
Drama,0.087326,0.0,Italiano
Foreign,0.823247,7.2,हिन्दी
Documentary,0.321054,6.7,English
"War, Documentary",0.33836,7.4,English
"Romance, Drama",7.832484,6.8,"English, Français, Italiano"
"Romance, Comedy, Drama",2.270286,5.8,"فارسی, English"
Drama,0.187853,7.0,Español
"Drama, Thriller, Foreign",0.267263,4.2,ελληνικά
Drama,2.341779,7.6,Español
"Family, Fantasy, Animation, Adventure",11.249956,6.3,"Deutsch, Français, English"
"Drama, Action",6.261686,6.6,한국어/조선말
"Action, Crime, Thriller",3.227488,5.3,English
"Western, Drama",4.489185,6.2,English
"Action, Thriller",6.737604,6.7,한국어/조선말
"Thriller, Drama",4.080294,5.1,Français
Drama,0.619795,5.8,English
"Action, Crime, Mystery",0.054221,6.0,Italiano
"Action, Adventure, Science Fiction",0.371055,5.5,Italiano
"Action, Comedy, Foreign",0.181384,0.0,Italiano
"Action, Adventure, Drama",0.118964,0.0,Italiano
"Action, Adventure, Drama",0.687351,0.0,Italiano
"Drama, History, Romance",0.699076,4.0,Italiano
Horror,0.206271,3.7,Italiano
"Crime, Horror, Thriller",0.024529,5.0,English
"Adventure, Action",1.177765,3.8,Italiano
"Thriller, Action, Crime",1.154675,6.9,
"Drama, War",0.017521,4.5,"English, Français, Magyar"
"Action, Crime, Thriller",0.896682,7.0,Italiano
"Action, Crime",0.57288,7.7,Italiano
Action,0.039473,7.3,
"Action, Crime, Foreign, Thriller",0.855651,5.8,Italiano
"Action, Crime, Foreign, Thriller",1.065237,5.3,Italiano
"Foreign, Horror, Mystery",1.086643,5.9,"English, Italiano"
"Adventure, Horror",4.578016,5.7,Italiano
"Mystery, Crime, Horror",0.642375,6.3,"Deutsch, Italiano"
"Crime, Thriller",0.320724,5.6,Italiano
"Drama, Thriller",0.34105,5.7,Italiano
"Thriller, Drama, Romance",2.262992,6.2,Italiano
Western,0.727126,5.8,
Western,0.127557,0.0,
Western,0.000553,0.0,Italiano
"Action, Crime",0.5,0.0,Italiano
Documentary,0.247665,5.8,English
"War, Adventure, Drama",0.898904,4.4,"English, 日本語, 普通话"
Horror,0.931028,3.0,English
"Horror, Thriller",1.017578,4.1,English
"Animation, Family, Comedy",6.665069,6.9,English
"Animation, Family",6.456991,6.6,English
"Family, Animation",11.796151,5.5,English
"Family, Animation",7.589921,5.5,Français
"Family, Animation, Fantasy",5.948997,6.4,English
"Adventure, Animation, Family, Fantasy",2.973442,6.0,English
"Animation, Family, Fantasy",5.08917,5.4,English
"Animation, Family",5.956719,6.9,English
"Family, Animation",6.135769,6.0,English
"Animation, Family",4.829474,6.6,English
"Animation, Family",8.935419,6.3,English
"Animation, Family",6.670165,6.2,English
"Animation, Family",7.254864,5.3,English
"Animation, Family",4.822398,6.5,English
"Family, Animation",2.935491,6.0,English
"Animation, Family",8.499902,5.5,English
"Animation, Family",6.507867,6.4,English
"Animation, Family, Romance",6.966851,6.2,English
"Animation, Family",9.22546,6.2,English
"Animation, Music, TV Movie",0.44533,3.6,"Português, English"
"Family, Fantasy, Comedy",0.673009,6.0,Dansk
"Family, Comedy",0.329484,5.8,Dansk
"Music, Comedy, Family",0.183896,7.1,Dansk
"Comedy, Drama, Music",7.943506,7.0,Français
"Action, Thriller, Foreign",0.010338,0.0,English
Drama,0.315658,3.7,English
Comedy,0.560842,6.1,English
Comedy,0.863675,8.4,English
Comedy,1.91832,6.7,English
"Music, Documentary",0.272714,4.8,English
"Science Fiction, Comedy, Crime",1.078148,5.2,Pусский
"Documentary, Foreign",0.000578,5.0,English
"Drama, Thriller",1.552731,5.0,English
Documentary,3.468118,4.3,English
"Drama, Romance",0.875418,0.0,English
Drama,0.725267,6.6,"English, , हिन्दी, "
Comedy,1.394295,4.8,English
Drama,3.40872,6.7,English
Drama,1.790372,5.2,English
"Drama, History",1.092682,5.3,svenska
"Documentary, Comedy, Drama",0.137572,6.5,English
Drama,4.50333,6.0,English
Documentary,0.04002,8.0,
Drama,2.226212,7.6,Nederlands
Drama,1.230355,7.5,English
Drama,1.072631,6.3,English
"Documentary, Drama",0.415124,9.0,English
Documentary,0.021389,2.0,
Action,10.001517,6.1,
Documentary,0.061298,6.0,English
"Comedy, Drama, Music",16.778946,5.6,English
Drama,0.313159,5.5,Français
Documentary,0.53084,7.5,
Documentary,0.117369,7.0,
"Action, Science Fiction",1.717936,3.6,English
Documentary,0.499251,7.8,English
Drama,0.009919,5.0,English
Documentary,0.15796,6.7,English
Documentary,0.048424,9.0,English
Documentary,0.00353,0.0,"English, Français, Español"
Documentary,0.166559,6.3,English
"Horror, Science Fiction",0.296848,4.1,English
"Documentary, History",0.0998,7.3,English
"Action, Drama, Foreign",0.635436,7.6,广州话 / 廣州話
Documentary,0.066104,5.0,
Documentary,0.019561,0.0,English
Documentary,0.216468,6.0,
Documentary,0.220045,5.5,
Documentary,0.241235,7.2,
Documentary,0.567235,7.1,"English, Italiano, Español"
Documentary,0.524436,7.1,English
"Drama, Western",0.796449,3.5,English
Documentary,0.396338,8.5,
Horror,0.775143,3.3,Pусский
Documentary,0.229704,6.7,English
"Drama, Family",0.821529,6.9,English
Drama,0.731959,7.5,ελληνικά
"History, Drama",0.954477,6.0,English
"Documentary, Foreign",0.2067,4.4,English
"Horror, Drama, Romance",1.084572,2.5,English
"Comedy, Drama",4.14587,6.0,English
Drama,3.785532,6.3,English
"Drama, Foreign",0.468846,5.1,Deutsch
"Documentary, Foreign",0.000844,5.5,English
"Documentary, Foreign",0.00243,6.5,"Deutsch, 日本語"
Documentary,1.749022,7.8,
"Comedy, Drama",1.728708,7.6,Pусский
"Thriller, Drama",3.239485,6.2,English
"Drama, Science Fiction",0.391409,6.9,"svenska, English"
"Drama, Romance",0.478836,5.0,日本語
"Drama, Romance",9.933547,6.7,"English, Deutsch"
"Thriller, Crime",0.584682,0.0,Italiano
Thriller,0.339234,6.5,suomi
"Horror, Science Fiction, Thriller",12.592801,5.1,English
Science Fiction,1.017978,4.5,English
Documentary,3.636845,6.7,English
"Horror, Thriller, Drama",6.319326,6.6,Español
"Thriller, Mystery, Romance",1.349308,6.4,English
"Documentary, Mystery",1.347489,6.0,Português
"Drama, Comedy",2.942711,6.8,हिन्दी
"Drama, TV Movie",2.030937,5.9,English
Comedy,0.443563,7.6,
"Crime, Thriller",0.671167,4.3,"English, Español"
"Mystery, Action, Horror, Fantasy",1.808086,5.9,"English, Deutsch, Italiano, Polski, Український"
"Drama, Fantasy",0.044464,7.1,English
Documentary,0.005043,0.0,English
Comedy,1.617761,5.8,English
"Horror, Thriller",0.163732,5.3,Español
Comedy,1.1503,6.9,suomi
Documentary,0.127593,2.5,English
"Thriller, Foreign",0.000809,6.9,Français
Western,0.091615,4.0,Italiano
Drama,2.441793,6.6,"Deutsch, Slovenščina"
Documentary,0.058976,0.0,
Documentary,1.670812,6.2,English
Science Fiction,1.044936,2.6,
"Adventure, History",0.032796,0.0,Italiano
Western,0.048647,5.0,Italiano
"Western, Action",1.911459,6.0,Italiano
Western,0.332087,5.4,Italiano
"Thriller, Action, Drama",0.006091,5.5,"English, 한국어/조선말"
"Action, Comedy",0.0,0.0,"Italiano, 普通话"
"Crime, Thriller",0.306997,0.0,Italiano
Drama,0.747787,5.7,Pусский
"Drama, Foreign",0.482789,5.8,
"Adventure, Animation",2.059664,5.7,"Deutsch, Italiano, ภาษาไทย"
Documentary,0.050868,7.0,日本語
Comedy,0.295447,0.0,English
Crime,0.142274,7.3,English
Comedy,0.447493,6.3,English
Western,1.927397,5.0,"English, Français"
"Action, Thriller",0.529221,7.0,English
"Drama, War",0.291201,7.3,English
Drama,0.152454,7.3,Español
Comedy,0.015309,0.0,English
"Thriller, Drama",0.732831,7.0,Español
"Comedy, Drama, Romance",6.528444,6.3,English
Drama,0.279202,6.4,Español
Comedy,0.002001,6.5,English
"Drama, Romance",1.301211,5.8,English
Drama,0.64408,5.0,
Drama,0.185169,6.7,English
"Drama, Romance",0.171405,4.0,English
"Comedy, Drama",0.21761,6.0,English
"Thriller, Drama, Action",1.833699,3.9,English
"Action, Drama",0.418409,3.0,English
Horror,0.733454,4.8,English
"Romance, Drama",0.314569,0.0,No Language
Comedy,0.10367,6.0,
Comedy,0.548443,5.5,
"Drama, Thriller, Mystery, Romance, Foreign",0.256316,5.8,한국어/조선말
Drama,1.869016,6.9,Español
"Drama, Music, TV Movie",2.129215,6.1,English
"Comedy, Crime",0.367256,5.8,Deutsch
"Drama, Foreign, Comedy",0.223278,5.0,Íslenska
Drama,0.762877,6.7,svenska
Documentary,1.722125,7.2,English
"Drama, Romance",0.092183,5.0,
"Crime, Drama, Romance, Thriller",0.917973,6.5,English
Drama,7.930328,6.1,English
Drama,0.248846,5.4,Deutsch
Crime,1.354166,5.1,English
"Drama, War, History",0.412738,4.5,
Thriller,0.115856,4.0,"English, Français"
Western,0.661419,5.0,English
Drama,0.651315,6.5,English
"Action, Adventure, Drama",0.065153,0.0,English
"Documentary, War",0.009488,0.0,English
Documentary,1.058404,5.9,
"Romance, Drama",8.364201,7.3,English
Documentary,0.516172,6.6,English
"Drama, Action, Science Fiction",0.475674,4.0,English
Documentary,0.321069,5.0,Español
"Romance, Comedy",2.485569,7.0,English
"Adventure, Drama, History, Romance",1.774187,8.1,"български език, Français, Srpski"
Comedy,1.365302,5.5,Français
"Action, Drama",1e-06,0.0,English
"Documentary, War",0.733091,6.8,English
Documentary,0.674411,5.6,English
Documentary,0.88805,5.4,English
"Action, Fantasy, Science Fiction, TV Movie",0.787374,4.4,
